WD11CD,express_coverage,superstore_coverage,extra_coverage,total_coverage,overlap_index,unique_types
E05000443,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000444,100.0,100.0,100.0,100.0,200.0,3.000000000000001
E05000445,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0000000000000004
E05000446,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,200.00000000000006,3.0000000000000004
E05000447,100.0,100.0,100.0,100.0,200.0,3.0
E05000448,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,200.00000000000006,3.0000000000000004
E05000449,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0000000000000004
E05000450,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0000000000000004
E05000451,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000452,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000453,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0000000000000004
E05000454,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000455,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000456,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
