"WD11CD","express_coverage","extra_coverage","superstore_coverage","total_coverage","overlap_index","unique_types"
"E05000378",100.000000000007,0,1.76494800177581,100.000000000007,1.76494800177581,2
"E05000379",100.000000000009,0,0,100.000000000009,0,1
"E05000380",99.9999999999794,0,0,99.9999999999794,0,1
"E05000381",100.000000000018,0,99.5001296761767,100.000000000018,99.5001296761767,2
"E05000382",100.000000000002,0,100.000000000002,100.000000000002,100.000000000002,2
"E05000383",91.7763030115543,0,0,91.7763030115543,0,1
"E05000384",100.000000000001,0,13.7767751541039,100.000000000001,13.7767751541039,2
"E05000385",100.000000000011,0,0,100.000000000011,0,1
"E05000386",100.000000000008,0,42.4276203023313,100.000000000008,42.4276203023313,2
"E05000387",99.9999999999801,0,0,99.9999999999801,0,1
"E05000388",100.000000000012,0,100.000000000012,100.000000000012,100.000000000012,2
"E05000389",100.000000000019,0,0,100.000000000019,0,1
"E05000390",98.1696005831425,0,0,98.1696005831425,0,1
"E05000391",100.000000000001,0,83.7059991044823,100.000000000001,83.7059991044823,2
"E05000392",99.9999999999869,0,10.6782253653479,99.9999999999869,10.6782253653479,2
"E05000393",100.000000000003,0,0,100.000000000003,0,1
"E05000394",99.9999999999984,0,0,99.9999999999984,0,1
"E05000395",99.9999999999779,0,43.2156993856201,99.9999999999779,43.2156993856201,2
